Id,Identifies the type of dwelling involved in the sale.,Identifies the general zoning classification of the sale.,Linear feet of street connected to property,Lot size in square feet,Type of road access to property,Type of alley access to property,General shape of property,Flatness of the property,Type of utilities available,Lot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Type of dwelling,Style of dwelling,Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on house,Exterior covering on house (if more than one material),Masonry veneer type,Masonry veneer area in square feet,Evaluates the quality of the material on the exterior,Evaluates the present condition of the material on the exterior,Type of foundation,Evaluates the height of the basement,Evaluates the general condition of the basement,Refers to walkout or garden level walls,Rating of basement finished area,Type 1 finished square feet,Rating of basement finished area (if multiple types),Type 2 finished square feet,Unfinished square feet of basement area,Total square feet of basement area,Type of heating,Heating quality and condition,Central air conditioning,Electrical system,First Floor square feet,Second floor square feet,Low quality finished square feet (all floors),Above grade (ground) living area square feet,Basement full bathrooms,Basement half bathrooms,Full bathrooms above grade,Half baths above grade,BedroomAbvGr,KitchenAbvGr,Kitchen quality,Total rooms above grade (does not include bathrooms),Home functionality (Assume typical unless deductions are warranted),Number of fireplaces,Fireplace quality,Garage location,Year garage was built,Interior finish of the garage,Size of garage in car capacity,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Wood deck area in square feet,Open porch area in square feet,Enclosed porch area in square feet,Three season porch area in square feet,Screen porch area in square feet,Pool area in square feet,Pool quality,Fence quality,Miscellaneous feature not covered in other categories,$Value of miscellaneous feature,Month Sold (MM),Year Sold (YYYY),Type of sale,Condition of sale,SalePrice
1318,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,47.0,4230,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Somerset,Normal,Normal,Townhouse End Unit,One story,Good,Average,2006,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Good,No Exposure,Unfinshed,0,Unfinshed,0,1352,1352,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1352,0,0,1352,0,0,2,0,2,1,Good,5,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2006.0,Rough Finished,2,466,Typical/Average,Typical/Average,Paved,0,241,0,0,0,0,,,,0,4,2007,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),208900
185,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,92.0,7438,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Adjacent to North-South Railroad,Adjacent to feeder street,Single-family Detached,One and one-half story: 2nd level finished,Average,Very Good,1908,1991,Gable,Standard (Composite) Shingle,Asbestos Shingles,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Fair (70-79 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,504,504,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,936,316,0,1252,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Attached to home,1986.0,Unfinished,2,576,Typical/Average,Typical/Average,Paved,104,0,0,0,0,0,,Minimum Privacy,,0,6,2006,Warranty Deed - Conventional,Normal Sale,127000
555,2-STORY 1946 & NEWER,Residential Low Density,85.0,10625,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,Good,Average,2003,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,292.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,866,Unfinshed,0,132,998,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1006,1040,0,2046,1,0,2,1,3,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2003.0,Rough Finished,3,871,Typical/Average,Typical/Average,Paved,320,62,0,0,0,0,,,,0,8,2008,Warranty Deed - Conventional,Normal Sale,284000
1174,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,138.0,18030,Paved,,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,Average,Above Average,1946,1994,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,152,Below Average Living Quarters,469,977,1598,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1636,971,479,3086,0,0,3,0,3,1,Excellent,12,Major Deductions 1,1,Good - Masonry Fireplace in main level,,,,0,0,,,Paved,122,0,0,0,0,0,,Minimum Privacy,,0,3,2007,Warranty Deed - Conventional,Normal Sale,200500
77,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,8475,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Below Average,Good,1956,1956,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living Quarters,228,Unfinshed,0,724,952,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),952,0,0,952,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,Detached from home,1956.0,Unfinished,1,283,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,4,2008,Warranty Deed - Conventional,Normal Sale,135750
907,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,116.0,13501,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,Very Good,Average,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,208.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,63,Unfinshed,0,1560,1623,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1636,0,0,1636,1,0,2,0,3,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2006.0,Rough Finished,3,865,Typical/Average,Typical/Average,Paved,0,60,0,0,0,0,,,,0,6,2007,Warranty Deed - Conventional,Normal Sale,255000
675,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80.0,9200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Above Average,Above Average,1965,1965,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,892,Unfinshed,0,244,1136,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1136,0,0,1136,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,1965.0,Rough Finished,1,384,Typical/Average,Typical/Average,Paved,426,0,0,0,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,140000
1399,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60.0,7200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,Average,Below Average,1950,1982,Gable,Standard (Composite) Shingle,Vinyl Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,180,Below Average Living Quarters,352,676,1208,Gas forced warm air furnace,Good,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1136,768,0,1904,1,0,1,1,3,1,Typical/Average,7,Minor Deductions 1,0,,Attached to home,1950.0,Unfinished,1,240,Typical/Average,Typical/Average,Paved,0,0,168,0,0,0,,Good Privacy,,0,5,2009,Warranty Deed - Conventional,Normal Sale,138000
375,2-STORY 1946 & NEWER,Residential Low Density,65.0,8200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,Good,Average,2003,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,847,847,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,847,1081,0,1928,0,0,2,1,4,1,Good,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2003.0,Finished,2,434,Typical/Average,Typical/Average,Paved,100,48,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,219500
1033,2-STORY 1946 & NEWER,Residential Low Density,,14541,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge,Normal,Normal,Single-family Detached,Two story,Very Good,Good,1993,1993,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Good,Good,Poured Contrete,Good (90-99 inches),Good,No Exposure,Good Living Quarters,1012,Unfinshed,0,326,1338,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1352,1168,0,2520,1,0,2,1,5,1,Good,10,Typical Functionality,1,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1993.0,Rough Finished,3,796,Typical/Average,Typical/Average,Paved,209,55,0,0,0,0,,,,0,11,2006,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",310000
260,1-STORY 1946 & NEWER ALL STYLES,Residential Medium Density,70.0,12702,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,One story,Average,Average,1956,1956,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Poured Contrete,,,,,0,,0,0,0,Gas forced warm air furnace,Good,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),882,0,0,882,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,,Detached from home,1956.0,Unfinished,1,308,Typical/Average,Typical/Average,Paved,0,45,0,0,0,0,,,,0,12,2008,Warranty Deed - Conventional,Normal Sale,97000
52,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52.0,6240,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,Above Average,Above Average,1934,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,816,816,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,816,0,360,1176,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Good - Masonry Fireplace in main level,Detached from home,1985.0,Unfinished,2,528,Typical/Average,Typical/Average,Paved,112,0,0,0,0,0,,Minimum Privacy,Shed (over 100 SF),400,9,2006,Warranty Deed - Conventional,Normal Sale,114500
245,2-STORY 1946 & NEWER,Residential Low Density,,8880,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,Two story,Good,Average,1994,2002,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure,Good Living Quarters,695,Unfinshed,0,253,948,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1222,888,0,2110,1,0,2,1,3,1,Good,8,Typical Functionality,2,Fair - Prefabricated Fireplace in basement,Attached to home,1994.0,Rough Finished,2,463,Typical/Average,Typical/Average,Paved,0,130,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,205000
1102,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,61.0,9758,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Average,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,412,Low Quality,287,251,950,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,950,0,0,950,0,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Detached from home,1981.0,Unfinished,1,280,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,119500
582,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,98.0,12704,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,One story,Very Good,Average,2008,2009,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,306.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure,Unfinshed,0,Unfinshed,0,2042,2042,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2042,0,0,2042,0,0,2,1,3,1,Excellent,8,Typical Functionality,1,Good - Masonry Fireplace in main level,Attached to home,2009.0,Rough Finished,3,1390,Typical/Average,Typical/Average,Paved,0,90,0,0,0,0,,,,0,8,2009,Home just constructed and sold,Home was not completed when last assessed (associated with New Homes),253293
680,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,9945,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,Average,Average,1961,1961,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,57.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,827,Unfinshed,0,161,988,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,988,0,0,988,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,,Detached from home,1963.0,Unfinished,2,572,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,10,2007,Warranty Deed - Conventional,Normal Sale,128500
1133,2-STORY 1945 & OLDER,Residential Medium Density,90.0,9900,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,Two story,Above Average,Below Average,1880,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Unfinshed,0,Unfinshed,0,1008,1008,Gas hot water or steam heat,Average/Typical,Yes,Standard Circuit Breakers & Romex,1178,1032,0,2210,0,0,2,0,5,1,Fair,8,Typical Functionality,0,,Detached from home,1930.0,Unfinished,1,205,Fair,Typical/Average,Dirt/Gravel,0,48,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,117500
1221,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66.0,7800,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Average,1964,1964,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec Room,312,Low Quality,600,0,912,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,912,0,0,912,0,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,,Attached to home,1964.0,Unfinished,1,288,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,,,0,11,2006,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",115000
50,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,66.0,7742,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,Average,Good,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,763,Unfinshed,0,192,955,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,955,0,0,955,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1966.0,Unfinished,1,386,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Minimum Privacy,,0,1,2007,Warranty Deed - Conventional,Normal Sale,127000
592,2-STORY 1946 & NEWER,Residential Low Density,97.0,13478,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,Very Excellent,Average,2008,2008,Gable,Standard (Composite) Shingle,Cement Board,CmentBd,Stone,420.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1338,Unfinshed,0,384,1722,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1728,568,0,2296,1,0,2,1,3,1,Excellent,10,Typical Functionality,1,Good - Masonry Fireplace in main level,Built-In (Garage part of house - typically has room above garage),2008.0,Rough Finished,3,842,Typical/Average,Typical/Average,Paved,382,274,0,0,0,0,,,,0,6,2009,Contract Low Interest,Normal Sale,451950
1270,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,78.0,11344,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Adjacent to feeder street,Normal,Single-family Detached,One and one-half story: 2nd level finished,Average,Average,1958,1958,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,180.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,460,Unfinshed,0,414,874,Gas hot water or steam heat,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),874,650,0,1524,0,0,1,1,3,1,Typical/Average,7,Typical Functionality,0,,Attached to home,1958.0,Unfinished,1,315,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,,Good Wood,,0,7,2007,Warranty Deed - Conventional,Normal Sale,144000
1250,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60.0,7200,Paved,,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,Single-family Detached,One story,Average,Good,1950,1950,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living Quarters,534,Average Rec Room,96,246,876,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,988,0,0,988,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,,Attached to home,1950.0,Unfinished,1,276,Typical/Average,Typical/Average,Paved,0,80,0,0,0,0,,,,0,5,2007,Warranty Deed - Conventional,Normal Sale,119000
1139,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,,9819,Paved,,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Mitchell,Normal,Normal,Single-family Detached,One story,Above Average,Average,1977,1977,Gable,Standard (Composite) Shingle,Plywood,Imitation Stucco,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living Quarters,1567,Unfinshed,0,0,1567,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1567,0,0,1567,1,0,2,0,2,1,Good,5,Typical Functionality,2,Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement,Attached to home,1977.0,Rough Finished,2,714,Typical/Average,Typical/Average,Paved,264,32,0,0,0,0,,,,0,5,2009,Warranty Deed - Conventional,Normal Sale,196000
